profile_id,source_section,raw_keyword,context_text
855929b9-766b-4077-97ce-9ea170a67b85,about,and innovators building the future of health tech,
855929b9-766b-4077-97ce-9ea170a67b85,experience,"As a Data Scientist at University of Calgary, Hotchkiss Brain Institute (HBI), I develop & deploy ML models on health datasets for actionable insights & improved patient outcomes. Specializing in end-to-end workflows (preprocessing, anomaly detection, predictive modeling), I leverage advanced ML/NLP to drive data-driven healthcare decisions. Key Projects & Impact: Readmission Risk Prediction: Developed & deployed a real-time model by fine-tuning BioBERT using PEFT (QLoRA, PyTorch, Transformers). Deployed as a scalable API on AWS (ECS, EKS, API Gateway), improving prediction accuracy by 90%, aiding doctors in proactive discharge decisions. Dementia Risk Prediction: Architected an NLP pipeline using EHR & clinical data with BioBERT & advanced fine-tuning (PEFT, PyTorch, Transformers). Achieved 95% prediction accuracy & 80% false positive reduction, enabling targeted interventions. Time-Series Analysis: Used autoregressive modeling (ARIMA) on longitudinal clinical datasets to forecast patient health trends & inform proactive interventions. Feature Engineering: Applied PCA, LASSO, & Random Forest feature importance (Scikit-learn) to optimize model performance & interpretability. EDA & Data Cleaning: Performed comprehensive EDA, statistical analysis, & robust data cleaning (Pandas, NumPy, SciPy) for high-quality data inputs. Cross-functional Collaboration: Partnered with psychiatrists, data engineers, & mathematicians to integrate predictive models into healthcare workflows, ensuring operational alignment",Senior Software Engineer
855929b9-766b-4077-97ce-9ea170a67b85,experience,"As an Associate Researcher, I engaged in AI-driven healthcare research projects, specializing in the analysis of complex clinical datasets to develop robust predictive models that enhance patient care. My work encompassed designing and implementing end-to-end data pipelines, from meticulous data preprocessing and feature engineering to advanced predictive modeling, to extract actionable insights for healthcare providers. Key Contributions & Technical Accomplishments: * Predictive Modeling for Kidney Disease: Developed and implemented a predictive pipeline for identifying high-risk kidney disease patients, utilizing Random Forest models for classification and comprehensive feature importance analysis (Scikit-learn). * A/B Testing & Model Validation: Conducted A/B testing to compare different model performances and refine prediction accuracy, ensuring the most effective model for high-risk patient identification. * Clinical Data Analysis & Feature Extraction: Performed in-depth statistical and time-series analysis on diverse clinical datasets to extract meaningful features and identify critical trends, leveraging tools like SciPy and Pandas. * AI Knowledge Sharing & Collaboration: Collaborated with cross-functional teams, including executives, to organize and schedule workshops on AI development, fostering knowledge-sharing and promoting innovation in applied machine learning",Data Scientist
855929b9-766b-4077-97ce-9ea170a67b85,experience,"As a Data Scientist, I have successfully applied machine learning and statistical methods to solve business challenges across various industries. I specialize in sentiment analysis, trend prediction, and building data-driven solutions that enhance decision-making processes. Key Projects: Customer Sentiment Prediction -Developed a sentiment prediction model for a Canadian telephone operator, leveraging Natural Language Processing (NLP) techniques to analyze customer feedback. This model enabled the business to gain insights into customer sentiment, identify areas for improvement, and improve customer satisfaction. -KPI Prediction Built and deployed a prediction model to forecast business key performance indicators (KPIs) for dashboard visualization in QlikView. This empowered stakeholders to make proactive data-driven decisions and adjust strategies based on predicted trends. -Market Basket Analysis for Transactional Data Utilized association rule mining techniques (Apriori, FP-Growth) to conduct Market Basket Analysis, identifying product combinations and purchasing patterns. This analysis improved the company's cross-selling strategies and recommendation systems, leading to higher customer engagement and increased sales",Associate Researcher
b711d973-3252-49f4-a51f-d2a4eb9d300c,skills,Homework Help,Homework Help
b711d973-3252-49f4-a51f-d2a4eb9d300c,skills,One-on-one Instruction,One-on-one Instruction
b711d973-3252-49f4-a51f-d2a4eb9d300c,skills,Individualized Instruction,Individualized Instruction
b711d973-3252-49f4-a51f-d2a4eb9d300c,skills,Autism Spectrum Disorders,Autism Spectrum Disorders
b711d973-3252-49f4-a51f-d2a4eb9d300c,skills,Public Outreach,Public Outreach
b711d973-3252-49f4-a51f-d2a4eb9d300c,skills,Corporate Outreach,Corporate Outreach
b711d973-3252-49f4-a51f-d2a4eb9d300c,skills,Community Outreach,Community Outreach
b711d973-3252-49f4-a51f-d2a4eb9d300c,skills,Social Outreach,Social Outreach
b711d973-3252-49f4-a51f-d2a4eb9d300c,skills,Online Content Creation,Online Content Creation
b711d973-3252-49f4-a51f-d2a4eb9d300c,about,I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary,"I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary. I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders. My current work largely focuses on the psychophysiological impacts of childhood maltreatment, particularly concerning the endocannabinoid system and social information processing. I am eager to connect and collaborate in science, advocacy, community outreach, or on the trails 🥾."
b711d973-3252-49f4-a51f-d2a4eb9d300c,about,I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders,
b711d973-3252-49f4-a51f-d2a4eb9d300c,about,My current work largely focuses on the psychophysiological impacts of childhood maltreatment,
b711d973-3252-49f4-a51f-d2a4eb9d300c,about,particularly concerning the endocannabinoid system and social information processing,
b711d973-3252-49f4-a51f-d2a4eb9d300c,about,I am eager to connect and collaborate in science,
b711d973-3252-49f4-a51f-d2a4eb9d300c,about,advocacy,
b711d973-3252-49f4-a51f-d2a4eb9d300c,about,community outreach,
b711d973-3252-49f4-a51f-d2a4eb9d300c,about,or on the trails 🥾,
b711d973-3252-49f4-a51f-d2a4eb9d300c,publications,Individual and additive effects of childhood maltreatment and substance use disorder histories on baseline and stress-induced changes in peripheral stress biomarkers,Individual and additive effects of childhood maltreatment and substance use disorder histories on baseline and stress-induced changes in peripheral stress biomarkers
b711d973-3252-49f4-a51f-d2a4eb9d300c,publications,Endocannabinoids and the neurobiology of emotional states,Endocannabinoids and the neurobiology of emotional states
b711d973-3252-49f4-a51f-d2a4eb9d300c,publications,"Endocannabinoids play a crucial role in regulating the stress response, influencing both the initiation and resolution of stress-related processes in the brain. This discovery has been greatly advanced by the development of pharmacological tools, particularly fatty acid amide hydrolase (FAAH) and monoacylglycerol lipase (MAGL) inhibitors, which have been pivotal in uncovering the endocannabinoid (eCB) system's role in stress regulation. The success of these inhibitors in animal models of stress and emotion has led to the development of clinical therapies targeting eCB enzymes. FAAH inhibitors have demonstrated potential for enhancing fear extinction in healthy humans, offering hope for posttraumatic stress disorder (PTSD) treatment, though clinical trials in PTSD have yet to provide clear therapeutic evidence. In social anxiety disorder (SAD), FAAH inhibitors have shown potential for symptom reduction, but further research is needed. These findings emphasize the growing understanding of eCBs in regulating the stress response and the promise of eCB-based therapies for stress-related disorders. … more",Endocannabinoid Contributions to Psychiatric Risk
b711d973-3252-49f4-a51f-d2a4eb9d300c,publications,Endocannabinoid Contributions to Psychiatric Risk,"Endocannabinoid contributions to the perception of socially relevant, affective touch in humans"
b711d973-3252-49f4-a51f-d2a4eb9d300c,publications,"This chapter examines the role of the endocannabinoid (eCB) system in psychiatric disorders, including anxiety, depression, eating disorders, post-traumatic stress disorder, substance use disorders, autism spectrum disorder, and schizophrenia. We pay specific attention to the eCB system's role in regulating stress, fear, emotional processing, metabolism, and synaptic plasticity. 10.1007/978-3-031-87990-6_15 … more",
b711d973-3252-49f4-a51f-d2a4eb9d300c,publications,"Endocannabinoid contributions to the perception of socially relevant, affective touch in humans",
b711d973-3252-49f4-a51f-d2a4eb9d300c,experience,"Calgary, Alberta, Canada",EDIA Coordinator
b711d973-3252-49f4-a51f-d2a4eb9d300c,experience,Outreach Director with the Hotchkiss Brain Institute Trainee Organization,Outreach Director
b711d973-3252-49f4-a51f-d2a4eb9d300c,experience,"I tutor children with various neurodivergent conditions (such as Autism Spectrum Disorder), primarily in math, reading comprehension, and verbal expression",Private Tutor
b711d973-3252-49f4-a51f-d2a4eb9d300c,experience,MSc. Thesis student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary,Masters Student
b711d973-3252-49f4-a51f-d2a4eb9d300c,experience,Assisted in preclinical research investigating novel pharmacological interventions for PTSD in rodent models,Undergraduate Research Assistant
b1c80b61-8cab-47b2-b741-5828bd5f16f8,experience,"Calgary, Alberta, Canada",Graduate Student Researcher
b1c80b61-8cab-47b2-b741-5828bd5f16f8,experience,"Calgary, Alberta, Canada",Software Engineer Technical Lead
b1c80b61-8cab-47b2-b741-5828bd5f16f8,experience,"Calgary, Alberta, Canada",Teaching Assistant
b1c80b61-8cab-47b2-b741-5828bd5f16f8,experience,"Calgary, Alberta, Canada",Vice President Information Technology
e26978e5-af18-4929-be79-e444c5aad696,skills,Event Management,Event Management
e26978e5-af18-4929-be79-e444c5aad696,skills,Budgeting,Budgeting
e26978e5-af18-4929-be79-e444c5aad696,skills,Budget Management,Budget Management
e26978e5-af18-4929-be79-e444c5aad696,skills,Grant Writing,Grant Writing
e26978e5-af18-4929-be79-e444c5aad696,skills,Fundraising,Fundraising
e26978e5-af18-4929-be79-e444c5aad696,skills,Teamwork,Teamwork
e26978e5-af18-4929-be79-e444c5aad696,skills,Leadership Development,Leadership Development
e26978e5-af18-4929-be79-e444c5aad696,skills,Educational Leadership,Educational Leadership
e26978e5-af18-4929-be79-e444c5aad696,skills,Clinical Research,Clinical Research
e26978e5-af18-4929-be79-e444c5aad696,skills,Medical Genetics,Medical Genetics
e26978e5-af18-4929-be79-e444c5aad696,about,Inspired graduate student with excellent work ethic and communication,"Inspired graduate student with excellent work ethic and communication. Interested in in vitro and in vivo disease modelling with a focus on mitochondrial disease. Relevant scientific writing, presenting and laboratory skills with experience in leading projects."
e26978e5-af18-4929-be79-e444c5aad696,about,Interested in in vitro and in vivo disease modelling with a focus on mitochondrial disease,
e26978e5-af18-4929-be79-e444c5aad696,about,Relevant scientific writing,
e26978e5-af18-4929-be79-e444c5aad696,publications,Drug repurposing screen identifies an HRI activating compound that promotes adaptive mitochondrial remodeling in MFN2-deficient cells,Drug repurposing screen identifies an HRI activating compound that promotes adaptive mitochondrial remodeling in MFN2-deficient cells
e26978e5-af18-4929-be79-e444c5aad696,publications,The MFN2 Q367H variant reveals a novel pathomechanism connected to mtDNA-mediated inflammation,The MFN2 Q367H variant reveals a novel pathomechanism connected to mtDNA-mediated inflammation
e26978e5-af18-4929-be79-e444c5aad696,publications,Pharmacological activation of integrated stress response kinases inhibits pathological mitochondrial fragmentation,Pharmacological activation of integrated stress response kinases inhibits pathological mitochondrial fragmentation
e26978e5-af18-4929-be79-e444c5aad696,publications,"In this work, we show pharmacological activation of the Integrated Stress Response using small molecules promotes adaptive mitochondrial elongation. This proves to be a therapeutic tool for patient derived cells from a patient with CMT2a, harboring MFN2 D414V mutation. … more",Valosin-Containing Protein (VCP): A Review of Its Diverse Molecular Functions and Clinical Phenotypes
e26978e5-af18-4929-be79-e444c5aad696,publications,Valosin-Containing Protein (VCP): A Review of Its Diverse Molecular Functions and Clinical Phenotypes,"Characterization of a novel variant in the HR1 domain of MFN2 in a patient with ataxia, optic atrophy and sensorineural hearing loss"
e26978e5-af18-4929-be79-e444c5aad696,publications,"Characterization of a novel variant in the HR1 domain of MFN2 in a patient with ataxia, optic atrophy and sensorineural hearing loss",The Role of Impaired Mitochondrial Dynamics in MFN2-Mediated Pathology
e26978e5-af18-4929-be79-e444c5aad696,publications,The Role of Impaired Mitochondrial Dynamics in MFN2-Mediated Pathology,
e26978e5-af18-4929-be79-e444c5aad696,publications,A review looking at the function of MFN2 in regulating mito-ER contacts and pathological consequences of failure to do so,
e26978e5-af18-4929-be79-e444c5aad696,experience,4th Year Ph.D. Candidate in Shutt Lab,Chair (Mental Health and Wellness)
e26978e5-af18-4929-be79-e444c5aad696,experience,"Calgary, Alberta, Canada",Doctoral Student (Ph.D. Candidate)
e26978e5-af18-4929-be79-e444c5aad696,experience,"London Area, United Kingdom",Trainee
e26978e5-af18-4929-be79-e444c5aad696,experience,"Dhaka, Bangladesh",President
e26978e5-af18-4929-be79-e444c5aad696,experience,Biomodelling Project- How do MAGUKs cluster proteins at the synapse?,Exam Question Designer
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Creativity and Innovation,Creativity and Innovation
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Problem Solving,Problem Solving
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Entrepreneurial Thinking,Entrepreneurial Thinking
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Research Design,Research Design
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Online Content Creation,Online Content Creation
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Networking,Networking
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Canva,Canva
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Creative Writing,Creative Writing
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Leadership,Leadership
f1d407b4-9c1c-45dc-95f5-1500ce248150,skills,Time Management,Time Management
f1d407b4-9c1c-45dc-95f5-1500ce248150,about,I am a first year psychology student at the University of Calgary,"I am a first year psychology student at the University of Calgary. I could say a lot in this bio — but the description with the greatest potency in the least amount of words is this: asking stupid questions has served me well. I love learning, whenever I can; everything I do reflects that. Top skills Leadership • Academic Research"
f1d407b4-9c1c-45dc-95f5-1500ce248150,about,I could say a lot in this bio — but the description with the greatest potency in the least amount of words is this,
f1d407b4-9c1c-45dc-95f5-1500ce248150,about,asking stupid questions has served me well,
f1d407b4-9c1c-45dc-95f5-1500ce248150,about,I love learning,
f1d407b4-9c1c-45dc-95f5-1500ce248150,about,whenever I can,
f1d407b4-9c1c-45dc-95f5-1500ce248150,about,everything I do reflects that,
f1d407b4-9c1c-45dc-95f5-1500ce248150,about,Top skills Leadership • Academic Research,
f1d407b4-9c1c-45dc-95f5-1500ce248150,experience,"Calgary, Alberta, Canada",Research Intern
f1d407b4-9c1c-45dc-95f5-1500ce248150,experience,"In this role I mark Kumon math and reading worksheets and instruct students who face difficulties with their coursework. I have also worked within my Kumon centre to organize supplementary activities, such as the Kumon Southcentre Charity Book Drive",Classroom Assistant
f1d407b4-9c1c-45dc-95f5-1500ce248150,experience,"Edmonton, Alberta, Canada",Student Researcher
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,I am a physician-scientist in training,"I am a physician-scientist in training, currently pursuing a PhD in biomedical engineering, where I work at the intersection of systems and computational neuroscience. My research investigates how neuronal circuits compute to give rise to behavior and cognition, using in vivo experiments, brain-stimulation tools, and statistical and computational modeling. I'm drawn to complex systems, circuit-level mechanisms, and questions at the boundary of neuroscience and clinical translation – to explain intricate brain functions that can be disrupted by neurological diseases and to inform next-generation therapeutic interventions."
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,currently pursuing a PhD in biomedical engineering,
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,where I work at the intersection of systems and computational neuroscience,
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,My research investigates how neuronal circuits compute to give rise to behavior and cognition,
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,using in vivo experiments,
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,brain-stimulation tools,
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,and statistical and computational modeling,
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,I'm drawn to complex systems,
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,circuit-level mechanisms,
b1a543d6-4992-429d-9bb5-a904a8ede2af,about,and questions at the boundary of neuroscience and clinical translation – to explain intricate brain functions that can be disrupted by neurological diseases and to inform next-generation therapeutic interventions,
b1a543d6-4992-429d-9bb5-a904a8ede2af,experience,"Selected for the 2025 cohort of the Evolve to Innovate (e2i) program at the Hunter Hub for Entrepreneurial Thinking, with a focus on research innovation and translating research into real-world impact. • Collaborated with mentors, entrepreneurs, and researchers to explore the intersection of research, innovation, and entrepreneurship. • Gained hands-on experience in problem-solving, science communication, and early-stage innovation strategy","Director, Main Campus Chapter - Hotchkiss Brain Institute Trainee Organization"
b1a543d6-4992-429d-9bb5-a904a8ede2af,experience,"Completed rotational-based, hands-on clinical training and gained experience in diagnosis and treatment planning. • Conducted patient assessments and provided medical care under supervision. • Collaborated with healthcare professionals to develop comprehensive treatment plans and ensure optimal patient care outcomes",Education Subcommittee - Hotchkiss Brain Institute Trainee Organization
b494b370-173c-43b3-bff1-34696fd2c960,skills,Emocodes,Emocodes
b494b370-173c-43b3-bff1-34696fd2c960,skills,MNE Python (for EEG processing and analysis),MNE Python (for EEG processing and analysis)
b494b370-173c-43b3-bff1-34696fd2c960,skills,Pandas (Software),Pandas (Software)
b494b370-173c-43b3-bff1-34696fd2c960,skills,Python (Programming Language),Python (Programming Language)
b494b370-173c-43b3-bff1-34696fd2c960,skills,Clinical Research,Clinical Research
b494b370-173c-43b3-bff1-34696fd2c960,skills,R (Programming Language),R (Programming Language)
b494b370-173c-43b3-bff1-34696fd2c960,skills,Data Entry,Data Entry
b494b370-173c-43b3-bff1-34696fd2c960,skills,MRI,MRI
b494b370-173c-43b3-bff1-34696fd2c960,skills,EEG,EEG
b494b370-173c-43b3-bff1-34696fd2c960,skills,Computer Science,Computer Science
b494b370-173c-43b3-bff1-34696fd2c960,about,I am currently an incoming fourth year student at the University of Calgary working towards an Honours Bachelor of Science degree in Neuroscience,"I am currently an incoming fourth year student at the University of Calgary working towards an Honours Bachelor of Science degree in Neuroscience. I am passionate about everything science-related (especially the brain) and always strive to improve the world even in little ways. I have previously held two student research positions and have presented my project at the Calgary Youth Science Fairs in 2022 and 2023 where I have received multiple medals and awards for my scientific research projects. Over the summer of 2023, I volunteered at numerous locations primarily to work with and give back to children in my local community. Currently, I am working as a student researcher at the Alberta Children's Hospital under Dr. Signe Bray to determine how preterm birth impacts the brain's development and increases the potential for neurodevelopmental disorders."
b494b370-173c-43b3-bff1-34696fd2c960,about,I am passionate about everything science-related (especially the brain) and always strive to improve the world even in little ways,
b494b370-173c-43b3-bff1-34696fd2c960,about,Over the summer of 2023,
b494b370-173c-43b3-bff1-34696fd2c960,about,I volunteered at numerous locations primarily to work with and give back to children in my local community,
b494b370-173c-43b3-bff1-34696fd2c960,about,Currently,
b494b370-173c-43b3-bff1-34696fd2c960,about,I am working as a student researcher at the Alberta Children's Hospital under Dr,
b494b370-173c-43b3-bff1-34696fd2c960,about,Signe Bray to determine how preterm birth impacts the brain's development and increases the potential for neurodevelopmental disorders,
b494b370-173c-43b3-bff1-34696fd2c960,experience,"For the summer following my first year of university and continuing throughout my second year, I worked as a summer research student with a PURE Award in the lab of Dr. Signe Bray at the Alberta Children's Hospital Research Institute in conjunction with the Hotchkiss Brain Institute this summer. This research entails contributing to the collection and analysis of MRI, EEG, and questionnaire data using a variety of data-analysis methods to dive deeper into the effects of preterm birth on the brain's developmental processes",Student Researcher - Dr. Bray Laboratory
b494b370-173c-43b3-bff1-34696fd2c960,experience,"Calgary, Alberta, Canada",Respite Caregiver
b494b370-173c-43b3-bff1-34696fd2c960,experience,Remote,Co-Founder and Co-President of Crochet for Kids
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,Analytical Skills,Analytical Skills
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,Research Collaboration,Research Collaboration
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,Research Skills,Research Skills
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,Problem Solving,Problem Solving
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,Statistical Data Analysis,Statistical Data Analysis
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,Scientific Experimentation,Scientific Experimentation
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,Leadership,Leadership
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,Communication,Communication
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,Tutoring,Tutoring
2cb70037-13e6-419a-ba19-e50d1faf70ca,skills,TensorFlow,TensorFlow
2cb70037-13e6-419a-ba19-e50d1faf70ca,experience,"Conducted a thorough literature search on multiple sclerosis, current therapies, and lack of treatment options. • Preprocessed a dataset of MRI scans of patients with multiple sclerosis to prepare images for analysis. • Constructed deep learning models such as Convolutional Neural Networks and Visual Transformers to help mediate prediction of disease outcome and progression of individuals 5 years post diagnosis",Associate Researcher
2cb70037-13e6-419a-ba19-e50d1faf70ca,experience,"Collaborated with community partners to culturally adapt The World Health Organization's Care for Child Development (CCD) intervention materials for children with mental and developmental disorders in Pakistan. • Played pivotal role in developing comprehensive set of ethics guidelines for study, covering rights and responsibilities of children, families, healthcare workers, and all other study participants involved in Pakistan. • Organized specific protocol to serve as guiding framework for implementation of research study, ensuring all aspects of project were carried out efficiently and in accordance with established procedures",Associate Researcher
2cb70037-13e6-419a-ba19-e50d1faf70ca,experience,University of Calgary,Associate Researcher
2cb70037-13e6-419a-ba19-e50d1faf70ca,experience,"Dedicated tutor, mentor, and instructor at Kumon North America with a proven track record of fostering academic growth and excellence in students. • Demonstrated expertise in providing personalized guidance and support to students, effectively adapting teaching methods to individual learning styles and needs. • Played a key role in implementing Kumon's renowned educational programs, contributing to the intellectual development and success of students under my mentorship",Instructor
ae8f2298-3f48-4842-a28f-26d5b99d89da,skills,Academic Research,Academic Research
ae8f2298-3f48-4842-a28f-26d5b99d89da,skills,Medical Research,Medical Research
ae8f2298-3f48-4842-a28f-26d5b99d89da,skills,Data Analysis,Data Analysis
ae8f2298-3f48-4842-a28f-26d5b99d89da,skills,Computational Neuroscience,Computational Neuroscience
ae8f2298-3f48-4842-a28f-26d5b99d89da,skills,Behavioral Neuroscience,Behavioral Neuroscience
ae8f2298-3f48-4842-a28f-26d5b99d89da,skills,Analytical Skills,Analytical Skills
ae8f2298-3f48-4842-a28f-26d5b99d89da,skills,English,Presentation Skills
ae8f2298-3f48-4842-a28f-26d5b99d89da,skills,Research Skills,English
ae8f2298-3f48-4842-a28f-26d5b99d89da,skills,Communication,Research Skills
ae8f2298-3f48-4842-a28f-26d5b99d89da,about,An undergraduate Neuroscience student interested in experimental/clinical Neuroscience,"An undergraduate Neuroscience student interested in experimental/clinical Neuroscience. Seeking to expand my understanding, experience, and learn from innovative research while pursuing my academic and career goals in neuroscience."
ae8f2298-3f48-4842-a28f-26d5b99d89da,about,Seeking to expand my understanding,
ae8f2298-3f48-4842-a28f-26d5b99d89da,about,experience,
ae8f2298-3f48-4842-a28f-26d5b99d89da,about,and learn from innovative research while pursuing my academic and career goals in neuroscience,
ae8f2298-3f48-4842-a28f-26d5b99d89da,experience,Academic Research,Pulmonary Fibrosis Research Assistant
ae8f2298-3f48-4842-a28f-26d5b99d89da,experience,Academic Research,Clinical Neuroscience Research Support
aa28c4c8-98d0-4768-be32-117a98568259,about,RESEARCH FOCUS The Ryan Lab strives to answer fundamental questions in neuroscience,"RESEARCH FOCUS The Ryan Lab strives to answer fundamental questions in neuroscience, develop new tools for collaborative investigation into the mechanisms underlying neurological disorders and train scientists in the areas of molecular neuroscience and stem cell biology. We currently utilize stem cell and animal based models of Parkinson's Disease (PD) to study how protein aggregation impact on neuronal function in human disease."
aa28c4c8-98d0-4768-be32-117a98568259,about,develop new tools for collaborative investigation into the mechanisms underlying neurological disorders and train scientists in the areas of molecular neuroscience and stem cell biology,
aa28c4c8-98d0-4768-be32-117a98568259,about,We currently utilize stem cell and animal based models of Parkinson's Disease (PD) to study how protein aggregation impact on neuronal function in human disease,
aa28c4c8-98d0-4768-be32-117a98568259,experience,"Calgary, Alberta, Canada",Associate Professor
aa28c4c8-98d0-4768-be32-117a98568259,experience,"Guelph, ON Canada",Associate Professor
aa28c4c8-98d0-4768-be32-117a98568259,experience,"La Jolla, California",Postdoctoral Fellow
aa28c4c8-98d0-4768-be32-117a98568259,experience,Greater Ottawa Metropolitan Area,Postdoctoral Fellow
242792b2-cdbc-40ef-b95b-1beafbf8e438,about,Highly motivated research scientist with experience in both academic and industrial research settings,"Highly motivated research scientist with experience in both academic and industrial research settings. A goal-oriented individual that has consistently thrived in multiple diverse research environments. A proven track record of productivity that has consistently achieved objectives including rapid development of assays from concept through validation and has published 16 (8 first author) peer reviewed articles. Strong work ethic either independently or as part of a team, enjoys challenges and has a demonstrated creative capacity to overcome technical hurdles. A consistent, talented performer that is a valuable addition to a research intensive organization."
242792b2-cdbc-40ef-b95b-1beafbf8e438,about,A goal-oriented individual that has consistently thrived in multiple diverse research environments,
242792b2-cdbc-40ef-b95b-1beafbf8e438,about,A proven track record of productivity that has consistently achieved objectives including rapid development of assays from concept through validation and has published 16 (8 first author) peer reviewed articles,
242792b2-cdbc-40ef-b95b-1beafbf8e438,about,Strong work ethic either independently or as part of a team,
242792b2-cdbc-40ef-b95b-1beafbf8e438,about,enjoys challenges and has a demonstrated creative capacity to overcome technical hurdles,
242792b2-cdbc-40ef-b95b-1beafbf8e438,about,A consistent,
242792b2-cdbc-40ef-b95b-1beafbf8e438,about,talented performer that is a valuable addition to a research intensive organization,
242792b2-cdbc-40ef-b95b-1beafbf8e438,publications,Mutation of Trp29 of human equilibrative nucleoside transporter 1 alters affinity for coronary vasodilator drugs and nucleoside selectivity,Mutation of Trp29 of human equilibrative nucleoside transporter 1 alters affinity for coronary vasodilator drugs and nucleoside selectivity
242792b2-cdbc-40ef-b95b-1beafbf8e438,publications,K+ -dependent Na+/Ca2+ exchangers: key contributors to Ca2+ signaling,K+ -dependent Na+/Ca2+ exchangers: key contributors to Ca2+ signaling
242792b2-cdbc-40ef-b95b-1beafbf8e438,publications,"Residues 334 and 338 in transmembrane segment 8 of human equilibrative nucleoside transporter 1 are important determinants of inhibitor sensitivity, protein folding, and catalytic turnover","Residues 334 and 338 in transmembrane segment 8 of human equilibrative nucleoside transporter 1 are important determinants of inhibitor sensitivity, protein folding, and catalytic turnover"
242792b2-cdbc-40ef-b95b-1beafbf8e438,publications,"Analysis of Ion Interactions with the K+ -dependent Na+/Ca2+ Exchangers NCKX2, NCKX3, and NCKX4: identification of Thr-551 as a key residue in defining the apparent K(+) affinity of NCKX2","Analysis of Ion Interactions with the K+ -dependent Na+/Ca2+ Exchangers NCKX2, NCKX3, and NCKX4: identification of Thr-551 as a key residue in defining the apparent K(+) affinity of NCKX2"
242792b2-cdbc-40ef-b95b-1beafbf8e438,publications,Residue 33 of human equilibrative nucleoside transporter 2 is a functionally important component of both the dipyridamole and nucleoside binding sites,Residue 33 of human equilibrative nucleoside transporter 2 is a functionally important component of both the dipyridamole and nucleoside binding sites
242792b2-cdbc-40ef-b95b-1beafbf8e438,publications,Identification and mutational analysis of amino acid residues involved in dipyridamole interactions with human and Caenorhabditis elegans equilibrative nucleoside transporters,Identification and mutational analysis of amino acid residues involved in dipyridamole interactions with human and Caenorhabditis elegans equilibrative nucleoside transporters
242792b2-cdbc-40ef-b95b-1beafbf8e438,publications,Mutation of residue 33 of human equilibrative nucleoside transporters 1 and 2 alters sensitivity to inhibition of transport by dilazep and dipyridamole,Mutation of residue 33 of human equilibrative nucleoside transporters 1 and 2 alters sensitivity to inhibition of transport by dilazep and dipyridamole
242792b2-cdbc-40ef-b95b-1beafbf8e438,experience,Responsible for in parallel development of numerous highly specialized industrial immunoassays and cell based assays for R&amp,"Director, Molecular Core Facility"
242792b2-cdbc-40ef-b95b-1beafbf8e438,experience,"D and analytical purposes critical to the insulin and Apo AI programs that required a strong work ethic and time management skills. This allowed management to meet deadlines for submission and approval of regulatory documents in advance of clinical trials. • Prepared weekly data reports, numerous assay development and validation reports and attended weekly team meetings for effective communication of results to upper management. These communications empowered management with the necessary data to stay current on research progress and utilize the data to drive partnering activities. • This position required a strong emphasis on attention to detail in experimental design and data record keeping such as electronic files and laboratory notebooks. Standard operating procedures were prepared for many of the assays developed and subsequently transferred to quality control personnel to assay manufactured materials. • Cultured and maintained numerous mammalian cell lines for development of cell based assays. • Worked effectively as part of several multidisciplinary teams by developing analytical tools and intellectual input to drive projects forward. This resulted in productive collaborations and expanded the work exposure into new areas including process optimization, protein purification and manufacturing","Research Scientist, Bioanalytical"
